1.43889e+01  3.97526e+01 -9.98422e-03  9.75984e-03
1.42512e+01  3.98891e+01 -9.10504e-03  8.91806e-03
1.38513e+01  4.01436e+01 -1.01475e-02  9.91583e-03
1.35701e+01  4.01847e+01 -2.24685e-02  2.13631e-02
1.48173e+01  3.92946e+01 -1.66523e-02  1.60373e-02
1.46972e+01  3.91711e+01 -2.41854e-02  2.29093e-02
1.45770e+01  3.90289e+01 -2.85311e-02  2.67717e-02
1.53745e+01  3.98528e+01 -1.64686e-02  1.58659e-02
1.55628e+01  3.95383e+01 -1.31625e-02  1.27732e-02
1.56289e+01  3.92867e+01 -3.53445e-02  3.26818e-02
1.77408e+01  3.78281e+01 -1.65089e-01  1.19331e-01
1.78570e+01  3.77551e+01 -1.65089e-01  1.19331e-01
1.79626e+01  3.77958e+01 -1.65089e-01  1.19331e-01
1.80765e+01  3.78372e+01 -1.65089e-01  1.19331e-01
1.82292e+01  3.80415e+01 -1.65089e-01  1.19331e-01
