1.42988e+01  3.93255e+01 -9.94611e-03  9.72342e-03
1.41611e+01  3.95150e+01 -8.55780e-03  8.39243e-03
1.37612e+01  3.94977e+01 -1.11650e-02  1.08851e-02
1.34800e+01  3.93822e+01 -2.36409e-02  2.24202e-02
1.47272e+01  3.91505e+01 -1.68805e-02  1.62489e-02
1.46071e+01  3.90277e+01 -2.07670e-02  1.98192e-02
1.44869e+01  3.89582e+01 -1.82248e-02  1.74907e-02
1.50863e+01  3.94086e+01 -3.43430e-02  3.18243e-02
1.51815e+01  3.94831e+01 -1.96565e-02  1.88017e-02
1.52845e+01  3.94865e+01 -2.51833e-02  2.38031e-02
1.54092e+01  3.93797e+01 -3.10335e-02  2.89644e-02
1.54727e+01  3.92840e+01 -2.42316e-02  2.29475e-02
1.55388e+01  3.91102e+01 -2.60650e-02  2.45898e-02
1.79703e+01  3.77661e+01 -1.65493e-01  1.19541e-01
1.80577e+01  3.75150e+01 -1.65089e-01  1.19331e-01
1.81969e+01  3.74160e+01 -1.65291e-01  1.19436e-01
1.83748e+01  3.74521e+01 -1.65493e-01  1.19541e-01
