1.40118e+01  3.85775e+01 -9.40145e-03  9.20224e-03
1.38742e+01  3.86172e+01 -7.74917e-03  7.61333e-03
1.34742e+01  3.84784e+01 -5.65670e-03  5.58397e-03
1.31930e+01  3.84928e+01 -6.48643e-03  6.39098e-03
1.44403e+01  3.82142e+01 -1.32498e-02  1.28575e-02
1.43201e+01  3.83888e+01 -1.10819e-02  1.08062e-02
1.41999e+01  3.86081e+01 -7.72572e-03  7.59068e-03
1.47993e+01  3.82072e+01 -1.67075e-02  1.60851e-02
1.48945e+01  3.82665e+01 -1.34020e-02  1.29997e-02
1.49975e+01  3.83289e+01 -2.20503e-02  2.09843e-02
1.51222e+01  3.82252e+01 -2.55421e-02  2.41208e-02
1.51858e+01  3.82026e+01 -1.27627e-02  1.23948e-02
1.52518e+01  3.80818e+01 -2.04741e-02  1.95551e-02
1.72891e+01  3.52429e+01 -2.58863e-01  1.61074e-01
1.73560e+01  3.49791e+01 -2.57443e-01  1.60533e-01
1.74621e+01  3.46858e+01 -2.57443e-01  1.60533e-01
1.75901e+01  3.47025e+01 -2.58151e-01  1.60803e-01
1.77047e+01  3.49172e+01 -2.58863e-01  1.61074e-01
