1.40166e+01  3.76887e+01 -9.24644e-03  9.05368e-03
1.38790e+01  3.77046e+01 -8.38230e-03  8.22357e-03
1.34790e+01  3.75832e+01 -8.31211e-03  8.15600e-03
1.31978e+01  3.75142e+01 -1.72264e-02  1.65691e-02
1.44451e+01  3.73998e+01 -2.08895e-02  1.99306e-02
1.43249e+01  3.74355e+01 -1.57533e-02  1.52019e-02
1.42047e+01  3.75629e+01 -1.33897e-02  1.29892e-02
1.48993e+01  3.75906e+01 -2.53686e-02  2.39660e-02
1.50023e+01  3.76870e+01 -2.43582e-02  2.30665e-02
1.51270e+01  3.76855e+01 -2.33142e-02  2.21238e-02
1.52567e+01  3.77350e+01 -2.41049e-02  2.28364e-02
1.72561e+01  3.44780e+01 -5.49641e-01  2.35005e-01
1.73608e+01  3.48948e+01 -5.33291e-01  2.32261e-01
1.74577e+01  3.43792e+01 -5.33291e-01  2.32261e-01
1.75881e+01  3.44419e+01 -5.33291e-01  2.32261e-01
1.77282e+01  3.45615e+01 -5.44067e-01  2.34083e-01
1.79400e+01  3.46981e+01 -5.33291e-01  2.32261e-01
