        1.40734e+01  3.87830e+01 -9.49442e-03  9.29129e-03
         1.39358e+01  3.88374e+01 -8.15984e-03  8.00935e-03
         1.35358e+01  3.88659e+01 -6.48213e-03  6.38680e-03
         1.32546e+01  3.89489e+01 -9.00370e-03  8.82082e-03
         1.45019e+01  3.84696e+01 -9.89574e-03  9.67528e-03
         1.43817e+01  3.85041e+01 -1.17040e-02  1.13969e-02
         1.42615e+01  3.86349e+01 -7.87262e-03  7.73245e-03
         1.48610e+01  3.86415e+01 -2.43929e-02  2.30983e-02
         1.49561e+01  3.86816e+01 -1.64932e-02  1.58916e-02
         1.50591e+01  3.85938e+01 -2.29693e-02  2.18158e-02
         1.51838e+01  3.82279e+01 -3.37962e-02  3.13537e-02
         1.52474e+01  3.79833e+01 -1.84844e-02  1.77278e-02
         1.53134e+01  3.77837e+01 -3.32690e-02  3.08998e-02
