1.40630e+01  3.87161e+01 -9.09118e-03  8.90477e-03
1.39254e+01  3.87583e+01 -7.67358e-03  7.54034e-03
1.35254e+01  3.87409e+01 -5.24540e-03  5.18280e-03
1.32442e+01  3.88026e+01 -7.77660e-03  7.63979e-03
1.44915e+01  3.84909e+01 -9.24066e-03  9.04813e-03
1.43713e+01  3.84980e+01 -1.33171e-02  1.29209e-02
1.42511e+01  3.86071e+01 -7.94194e-03  7.79931e-03
1.48506e+01  3.87352e+01 -1.18991e-02  1.15820e-02
1.49457e+01  3.87838e+01 -1.05299e-02  1.02786e-02
1.50487e+01  3.87936e+01 -1.68694e-02  1.62357e-02
1.51734e+01  3.87136e+01 -2.32308e-02  2.20492e-02
1.52370e+01  3.87338e+01 -1.34910e-02  1.30831e-02
1.53031e+01  3.85340e+01 -1.92374e-02  1.84200e-02
1.75283e+01  3.46543e+01 -3.78039e-01  1.98999e-01
1.77004e+01  3.53879e+01 -3.76018e-01  1.98462e-01
1.79401e+01  3.50500e+01 -3.76018e-01  1.98462e-01
