1.43156e+01  3.96432e+01 -8.93182e-03  8.75182e-03
1.41779e+01  3.98515e+01 -8.28568e-03  8.13056e-03
1.37779e+01  3.98920e+01 -7.54221e-03  7.41346e-03
1.34968e+01  3.98663e+01 -1.41083e-02  1.36643e-02
1.47440e+01  3.94166e+01 -1.31263e-02  1.27412e-02
1.46239e+01  3.93751e+01 -1.61974e-02  1.56149e-02
1.45037e+01  3.92114e+01 -1.61559e-02  1.55764e-02
1.51031e+01  3.98005e+01 -4.37408e-02  3.97334e-02
1.51983e+01  3.98786e+01 -1.65981e-02  1.59892e-02
1.53012e+01  3.99739e+01 -2.07721e-02  1.98234e-02
1.54259e+01  3.99901e+01 -2.61595e-02  2.46719e-02
1.54895e+01  4.00288e+01 -2.28641e-02  2.17181e-02
1.55556e+01  3.98485e+01 -2.51691e-02  2.37897e-02
1.76234e+01  3.79506e+01 -1.20638e-01  9.43089e-02
1.76969e+01  3.79831e+01 -1.29713e-01  9.97493e-02
1.77598e+01  3.78621e+01 -1.29713e-01  9.97493e-02
1.78200e+01  3.79514e+01 -1.29713e-01  9.97493e-02
1.78777e+01  3.79333e+01 -1.24939e-01  9.69100e-02
1.79389e+01  3.79578e+01 -1.29713e-01  9.97493e-02
1.80067e+01  3.79824e+01 -1.25030e-01  9.69646e-02
1.80804e+01  3.82320e+01 -1.29713e-01  9.97493e-02
1.81846e+01  3.80830e+01 -1.29814e-01  9.98090e-02
1.83249e+01  3.81205e+01 -1.29713e-01  9.97493e-02
